Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Order	Received	Billed	Location ID	Card ID	Record ID

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008592	20/01/2017	FC 261278		P	PPL_DW_12	2	Dose 12oz Double Wall.	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008593	20/01/2017	FC 261260		P	PPL_SW_12	1	Industrial Harvest 12oz Single Wall.	$85.00	$93.50	0%	$85.00	$93.50			Purchase; kirk Group		GST	$0.00	$8.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$93.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008594	20/01/2017	FC 261259		P	PPL_IC_05	2	Newport 5oz Ice Cream.	$60.00	$66.00	0%	$120.00	$132.00			Purchase; kirk Group		GST	$0.00	$12.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$132.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008595	20/01/2017	FC 261280		P	PPL_DW_08T	2	Dose 8ozt Double Wall (trad Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008596	20/01/2017	FC 261258		P	PPL_IC_03	2	Newport 3oz Ice Cream.	$50.00	$55.00	0%	$100.00	$110.00			Purchase; kirk Group		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008597	20/01/2017	FC 261261		P	PPL_SW_08T	1	Industrial Harvest 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008396	23/01/2017	INV 7015B		P	JL_FLT_8~30_W	96	8~30oz Food TAB WHITE (600)	$28.20	$31.02	0%	$2,707.20	$2,977.92			Purchase; Recyclable Packaging		GST	$0.00	$270.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,977.92			96	96	Location1	*None	1101

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008233	24/01/2017	INV 27981		P	JL_FATCUP_8~16_B	112	8~16 oz Fat Cup Lid (Black)	$21.01	$23.111	0%	$2,353.12	$2,588.43			Purchase; REMAPAK PTY LTD		GST	$0.00	$235.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,588.43			112	112	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008582	24/01/2017	INV 27986		P	JL_HL_8~16_B	168	8~16 oz Hot Sipper Lid (Black)	$22.45	$24.695	0%	$3,771.60	$4,148.76			Purchase; REMAPAK PTY LTD		GST	$0.00	$377.16	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$10,006.04			168	168	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008582	24/01/2017	INV 27986		P	JL_HL_T8_W	256	8ozTHot Sipper Lid (White)	$20.80	$22.88	0%	$5,324.80	$5,857.28			Purchase; REMAPAK PTY LTD		GST	$0.00	$532.48	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$10,006.04			256	256	Location1	00000628	411

Funktion Australia Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008606	24/01/2017	INV I117650		P	F52-V36	20	Perfed 100x150 DT 3000 per box	$62.00	$68.20	0%	$1,240.00	$1,364.00			Purchase; FUNKTION		GST	$0.00	$124.00	$0.00	$15.00	$16.50	GST	$0.00	$1.50	$0.00	B			1	0	0	0	$1,380.50			20	20		*None	820

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008582	25/01/2017	INV 28006		P	JL_HL_T8_B	128	8ozT Hot Sipper Lid (Black)	$21.30	$23.43	0%	$2,726.40	$2,999.04			Purchase; REMAPAK PTY LTD	03/02/2017	GST	$0.00	$272.64	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$7,167.60			128	128	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008582	25/01/2017	INV 28006		P	JL_HL_8~16_W	112	8~16 oz Hot Sipper Lid (White)	$21.95	$24.145	0%	$2,458.40	$2,704.24			Purchase; REMAPAK PTY LTD	03/02/2017	GST	$0.00	$245.84	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$7,167.60			112	112	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008582	25/01/2017	INV 28006		P	JL_HL_T8_W	64	8ozTHot Sipper Lid (White)	$20.80	$22.88	0%	$1,331.20	$1,464.32			Purchase; REMAPAK PTY LTD	03/02/2017	GST	$0.00	$133.12	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$7,167.60			64	64	Location1	00000628	411

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008610	25/01/2017	INV 7023A		P	JL_FLD_8~30_SDOME_NH	96	8~3Ooz Cold Dome (600) No Hole	$28.20	$31.02	0%	$2,707.20	$2,977.92		REQUIRED A.S.A.P.	Purchase; Recyclable Packaging		GST	$0.00	$270.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,977.92			96	96	Location1	*None	1101

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008611	25/01/2017	95566068		E	BP82-254	1,632	82mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$3,468.00	$3,814.80		REQUIRED A.S.A.P.	Purchase; SPICERS		GST	$0.00	$346.80	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$3,814.80			1,632	1,632	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008613	25/01/2017	95566067		E	BP117-254	1,852	117mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$3,935.50	$4,329.05		REQUIRED A.S.A.P.	Purchase; SPICERS		GST	$0.00	$393.55	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$4,329.05			1,852	1,852	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008614	25/01/2017	95569241		E	BP95-254	1,867	95mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$3,967.38	$4,364.12		REQUIRED A.S.A.P.	Purchase; SPICERS		GST	$0.00	$396.74	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$4,364.12			1,867	1,867	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008632	25/01/2017	FC 261706		P	PPL_SW_12	1	Cicco Bar 12oz Single Wall.	$85.00	$93.50	0%	$85.00	$93.50			Purchase; Kirk Group		GST	$0.00	$8.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$93.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008633	25/01/2017	FC 261705		P	PPL_SW_04	1	Macchina 4oz Single Wall.	$50.00	$55.00	0%	$50.00	$55.00			Purchase; Kirk Group		GST	$0.00	$5.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$55.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008634	25/01/2017	FC 261711		P	PPL_IC_05	2	Quench 5oz Ice Cream.	$60.00	$66.00	0%	$120.00	$132.00			Purchase; Kirk Group		GST	$0.00	$12.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$132.00			2	2		*None	450

REMAPAK PTY LTD		REMAPAK PTY LTD	Lombard The Paper People	3399 Pacific Highway	SLACKS CREEK  QLD  4127		00008508	27/01/2017	INV 28015		P	JL_HL_8~16_B	56	8~16 oz Hot Sipper Lid (Black)	$25.795	$28.3742	9.09%	$1,313.20	$1,444.52			Purchase; REMAPAK PTY LTD		GST	$0.00	$131.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,444.52			56	56	Location1	00000628	411

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008640	27/01/2017	FC 261815		P	PPL_SW_12	4	Sir Duke Cafe 12oz Single Wall.	$85.00	$93.50	0%	$340.00	$374.00			Purchase; Kirk Group		GST	$0.00	$34.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$374.00			4	4		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008641	27/01/2017	FC 261855		P	PPL_DW_08U	1	La Kiss 8ozu Double Wall.	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008642	27/01/2017	FC 261816		P	PPL_SW_08T	4	Sir Duke Cafe 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$280.00	$308.00			Purchase; Kirk Group		GST	$0.00	$28.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$308.00			4	4		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008631	30/01/2017	FC 261710		P	PPL_IC_03	2	Quench 3oz Ice Cream	$50.00	$55.00	0%	$100.00	$110.00			Purchase; Kirk Group		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00			2	2		*None	450

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008643	30/01/2017	95567356		E	SP355-313	1,120	355mm295+18PE Cupforma Special	$1.832	$2.0152	0%	$2,051.84	$2,257.02			Purchase; SPICERS		GST	$0.00	$205.18	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$2,257.02			1,120	1,120	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008644	30/01/2017	95567357		E	IP675-278	2,734	Cup Forma Nat 675mm 260+18PE	$1.832	$2.0152	0%	$5,008.69	$5,509.56			Purchase; SPICERS		GST	$0.00	$500.87	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$5,509.56			2,734	2,734	Location1	AC #:126630	381

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008647	30/01/2017	2000901221		P	INK-CP	60,000	CLASSIC CUP GLOSS H/S BLACK	$0.0139	$0.0153	0%	$834.00	$917.40			Purchase; FLINT GROUP		GST	$0.00	$83.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$917.40			60,000	60,000	Location1	90011404	25

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008648	30/01/2017	2000901220		P	INK-CP	45,000	CLASSIC CUP GLOSS H/S BLACK	$0.0139	$0.0153	0%	$625.50	$688.05			Purchase; FLINT GROUP		GST	$0.00	$62.55	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$688.05			45,000	45,000	Location1	90011404	25

REMAPAK PTY LTD		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00008585	31/01/2017	INV 28062	REMA DIRECT	P	JL_HL_8~16_W	280	8~16 oz Hot Sipper Lid (White)	$21.95	$24.145	0%	$6,146.00	$6,760.60			Purchase for Lombard The Paper People	01/02/2017	GST	$0.00	$614.60	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$6,760.60			280	280	Location1	00000628	411

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008654	31/01/2017	FC 262105		P	PPL_DW_08U	1	Qscan Dec 2017 8ozu Double Wall.	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008655	31/01/2017	FC 262165		P	PPL_IC_03	2	C9 3oz Ice Cream.	$50.00	$55.00	0%	$100.00	$110.00			Purchase; Kirk Group		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008656	31/01/2017	FC 262160		P	PPL_DW_08U	1	Soholm Cafe 8ozu Double Wall.	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008657	31/01/2017	FC 262104		P	PPL_DW_12	1	Qscan Dec 2017 12oz Double Wall.	$90.00	$99.00	0%	$90.00	$99.00			Purchase; Kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008658	31/01/2017	FC 262166		P	PPL_IC_05	2	C9 5oz Ice Cream.	$60.00	$66.00	0%	$120.00	$132.00			Purchase; Kirk Group		GST	$0.00	$12.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$132.00			2	2		*None	450

REMAPAK PTY LTD		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042		X	00008509	01/02/2017	INV 28070	REMA DIRECT	P	JL_HL_T8_B	64	8ozT Hot Sipper Lid (Black)	$21.30	$23.43	0%	$1,363.20	$1,499.52			Purchase for Lombard The Paper People	01/02/2017	GST	$0.00	$136.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,499.52			64	64	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008602	01/02/2017	INV 28069		P	JL_HL_T8_B	192	8ozT Hot Sipper Lid (Black)	$22.30	$24.53	0%	$4,281.60	$4,709.76			Purchase for Nestle South Africa (Pty) Ltd	14/02/2017	GST	$0.00	$428.16	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,709.76			192	192	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008607	01/02/2017	INV 28083		P	JL_CL_8~16	56	8~16 oz Cold Flat Lid (1,000)	$19.80	$21.78	0%	$1,108.80	$1,219.68			Purchase; REMAPAK PTY LTD		GST	$0.00	$110.88	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,219.68			56	56	Location1	00000628	411

REMAPAK PTY LTD		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00008650	01/02/2017	INV 28082		P	JL_HL_8~16_W	224	8~16 oz Hot Sipper Lid (White)	$21.95	$24.145	0%	$4,916.80	$5,408.48			Purchase for Lombard The Paper People	20/02/2017	GST	$0.00	$491.68	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$5,408.48			224	224	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008660	01/02/2017	95568992		E	IP730-278	11,124	Cup Forma Nat 730mm 260+18PE	$1.755	$1.9305	0%	$19,522.62	$21,474.88			Purchase; SPICERS		GST	$0.00	$1,952.26	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$21,474.88			11,124	11,124	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008663	01/02/2017	FC 262238		P	PPL_DW_08T	3	Better Out Than In 8ozt Double Wall (trad Shape)	$70.00	$77.00	0%	$210.00	$231.00			Purchase; Kirk Group		GST	$0.00	$21.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$231.00			3	3		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008664	01/02/2017	FC 262237		P	PPL_DW_12	3	Better Out Than In 12oz Double Wall.	$90.00	$99.00	0%	$270.00	$297.00			Purchase; Kirk Group		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$297.00			3	3		*None	450

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008671	02/02/2017	INV 88120		P	DETERDEGR	1	DEGREASER (DETERGENT)	$34.18	$37.60	0%	$34.18	$37.60			Purchase; Auspak Paper Products		GST	$0.00	$3.42	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$37.60			1	1		*None	211

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008672	02/02/2017	95569570		E	IP730-278	11,115	Cup Forma Nat 730mm 260+18PE	$1.755	$1.9305	0%	$19,506.83	$21,457.51			Purchase; SPICERS		GST	$0.00	$1,950.68	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$21,457.51			11,115	11,115	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008678	02/02/2017	FC 262434		P	PPL_DW_08U	1	The Pantry On Grey 8ozu Double Wall.	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008679	02/02/2017	FC 262435		P	PPL_SW_12	2	Nudo 12oz Single Wall	$85.00	$93.50	0%	$170.00	$187.00			Purchase; Kirk Group		GST	$0.00	$17.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$187.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008680	02/02/2017	FC 262432		P	PPL_DW_12	1	The Pantry On Grey 12oz Double Wall.	$90.00	$99.00	0%	$90.00	$99.00			Purchase; Kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008681	02/02/2017	FC 262431		P	PPL_SW_12	2	Larder Daylesford 12oz Single Wall	$85.00	$93.50	0%	$170.00	$187.00			Purchase; Kirk Group		GST	$0.00	$17.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$187.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008682	02/02/2017	FC 262436		P	PPL_SW_08T	2	Nudo 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; Kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008683	02/02/2017	FC 262430		P	PPL_SW_08T	2	Larder Daylesford 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; Kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008684	02/02/2017	FC 262433		P	PPL_DW_16	1	The Pantry On Grey 16oz Double Wall.	$90.00	$99.00	0%	$90.00	$99.00			Purchase; Kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008748	02/02/2017	INV 88124		P	DETERDEGR	1	DEGREASER (DETERGENT)	$10.70	$11.77	0%	$10.70	$11.77		REQUIRED A.S.A.P.	Purchase; Auspak Paper Products		GST	$0.00	$1.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$37.50			1	1		*None	211
Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008748	02/02/2017	INV 88124		P	Miscell	1	GARBAGE BAGS	$23.3994	$25.74	0.04%	$23.39	$25.73		REQUIRED A.S.A.P.	Purchase; Auspak Paper Products		GST	$0.00	$2.34	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$37.50			1	1		*None	211

Oji Fibre Solutions (Carter Holt Harvey)		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008555	06/02/2017	V758322		P	C-Group2	5,465	PD#: 387258 (490x320x550)	$1.04	$1.144	0%	$5,683.60	$6,251.96			Purchase; Oji Fibre Solutions (Carter Holt Harvey)	01/02/2017	GST	$0.00	$568.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$6,251.96			5,465	5,465	Location1	186245	1011

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008689	06/02/2017	95571240		E	OP710-230	2,286	Performa Brill 710x1250 230GSM	$1.62	$1.782	0%	$3,703.32	$4,073.65			Purchase; SPICERS		GST	$0.00	$370.33	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$4,073.65			2,286	2,286	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008690	06/02/2017	95571241		E	SP305-313	2,612	305mm295+18PE Cupforma Special	$1.832	$2.0152	0%	$4,785.18	$5,263.70			Purchase; SPICERS		GST	$0.00	$478.52	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$5,263.70			2,612	2,612	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008691	06/02/2017	95571242		E	SP305-313	2,717	305mm295+18PE Cupforma Special	$1.832	$2.0152	0%	$4,977.54	$5,475.29			Purchase; SPICERS		GST	$0.00	$497.75	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$5,475.29			2,717	2,717	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008696	06/02/2017	95571271		E	SP355-313	3,850	355mm295+18PE Cupforma Special	$1.832	$2.0152	0%	$7,053.20	$7,758.52			Purchase; SPICERS		GST	$0.00	$705.32	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$7,758.52			3,850	3,850	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008697	06/02/2017	95571272		E	BP75-254	892	75mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$1,895.50	$2,085.05			Purchase; SPICERS		GST	$0.00	$189.55	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$2,085.05			892	892	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008698	06/02/2017	95571273		E	BP82-254	2,423	82mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$5,148.88	$5,663.77			Purchase; SPICERS		GST	$0.00	$514.89	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$5,663.77			2,423	2,423	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008699	06/02/2017	95571274		E	BP65-254	909	65mm214+20PE+20PECupforma Nat	$2.125	$2.3375	0%	$1,931.63	$2,124.79			Purchase; SPICERS		GST	$0.00	$193.16	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$2,124.79			909	909	Location1	AC #:126630	381

AIMMCO PLASTICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008579	07/02/2017	INV-0172		P	CM150_35_B	59	Yogurt Spoon BIO (1,000) Blue	$33.00	$36.30	0%	$1,947.00	$2,141.70			Purchase; AIMMCO PLASTICS		GST	$0.00	$194.70	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,141.70			59	59	Location1	*None	307

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008695	07/02/2017	D/D 682077935		E	SP690-313	6,530	690mm295+18PE Cupforma Special	$1.6818	$1.85	0%	$10,982.27	$12,080.50			Purchase; SPICERS		GST	$0.00	$1,098.23	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$0.00			6,530	6,530	Location1	AC #:126630	381
