Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Description	Account #	Amount	Inc-Tax Amount	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Card ID	Record ID

DAVID SCOTT MAINTENANCE SERVICES		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008468	18/12/2016	INV 1294		P	SUPPLY AND FIT CB6 REMOTE SYSTEM WITH P.E SAFETY BEAMS AND 	62520	$2,075.00	$2,282.50			Purchase; DAVID SCOTT MAINTENANCE SERVICES		GST	$0.00	$207.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,282.50		*None	736

DAVID SCOTT MAINTENANCE SERVICES		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008469	18/12/2016	INV 1295		P	SUPPLY AND FIT 150MM BRUSH SEAL TO TOP OF DOOR OPENINGS	62520	$1,240.00	$1,364.00			Purchase; DAVID SCOTT MAINTENANCE SERVICES		GST	$0.00	$124.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,364.00		*None	736

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008478	18/12/2016	900298939		P	2 SLOTS TO KINGSGROVE NSW (EBOS HEALTHCARE)	61500	$117.64	$129.40			Purchase; SCT Logistics		GST	$0.00	$11.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$129.40		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008479	18/12/2016	900298938		P	1 SLOT TO BURLEIGH HEADS QLD (COCO WHIP)	61500	$286.69	$315.36			Purchase; SCT Logistics		GST	$0.00	$28.67	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$315.36		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008480	18/12/2016	900298937		P	6 SLOTS TO HEMMANT QLD (AMAZONIA AUSTRALIA)	61500	$543.94	$598.33			Purchase; SCT Logistics		GST	$0.00	$54.39	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$598.33		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008481	18/12/2016	900298936		P	2 SLOTS TO POORAKA SA (SAVILL PACKAGING)	61500	$111.97	$123.17			Purchase; SCT Logistics		GST	$0.00	$11.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$123.17		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008482	18/12/2016	900298934		P	7 SLOTS TO DARRA QLD (ESPRESSO @ THE WESLEY)	61500	$631.93	$695.12			Purchase; SCT Logistics		GST	$0.00	$63.19	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$695.12		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008483	18/12/2016	900298935		P	2 SLOTS TO PADSTOW NSW (THE SCOOP ARTISAN GELATO)	61500	$117.64	$129.40			Purchase; SCT Logistics		GST	$0.00	$11.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$129.40		103617	987

APC Logistics - C.H. Robinson		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008476	19/12/2016	INV 5900980		P	COASTAL FREIGHT 1 pallet to GYPROCK TRADE (MEL/FRE)	61500	$210.00	$231.00			Purchase; APC Logistics - C.H. Robinson		GST	$0.00	$21.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$231.00		*None	1167

OFFICEWORKS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008692	19/12/2016	191216		P	Stationary	62310	$36.15	$39.76			Purchase; OFFICEWORKS		GST	$0.00	$3.61	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$39.76		13163987	731

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008477	20/12/2016	INV-1547		P	7,000 Willie Smiths 12oz Single Wall	57452	$878.48	$966.33			Purchase; AA PRINTING		GST	$0.00	$87.85	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$966.33		*None	617

Nancy Cai Consulting		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008484	20/12/2016	NCC-16-10		P	Professional Services 1 December ñ 31 December 2016	61005	$13,400.00	$13,400.00			Purchase; Nancy Cai Consulting		N-T	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$13,400.00		QINAN	1193

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008524	20/12/2016	ETA0006534		P	6 PACKAGES TO HPS	56000	$80.64	$88.70			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$8.06	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$88.70		*None	606

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008486	21/12/2016	11029768		A	01 JULY 2014 TO 30 JUNE 2015 PERIOD REASSESSED	92000	$2,738.21	$2,738.21			Purchase; SRO-State Revenue Office		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$2,738.21		92658638	1163

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008487	21/12/2016	11029750		A	01 JULY 2013 TO 30 JUNE 2014 PERIOD REASSESSED	92000	$2,514.84	$2,514.84			Purchase; SRO-State Revenue Office		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$2,514.84		92658638	1163

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008488	21/12/2016	11029742		A	01 JULY 2012 TO 30 JUNE 2013 PERIOD REASSESSED	92000	$1,673.35	$1,673.35			Purchase; SRO-State Revenue Office		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,673.35		92658638	1163

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008489	21/12/2016	11029734		A	01 JULY 2011 TO 30 JUNE 2012 PERIOD REASSESSED	92000	$484.90	$484.90			Purchase; SRO-State Revenue Office		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$484.90		92658638	1163

ECOMPUTERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008490	21/12/2016	INV 988630		P	For Jane PC ~  16GB RAM instead of 8GB	62330	$2,061.37	$2,267.50			Purchase; ECOMPUTERS		GST	$0.00	$206.13	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,267.50		*None	225

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008491	21/12/2016			P		61006	-$52.05	-$57.25			SPICERS:  Discounts on 00008272		GST	$0.00	-$5.20	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$57.25		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008492	21/12/2016			P		61006	-$64.54	-$70.99			SPICERS:  Discounts on 00008275		GST	$0.00	-$6.45	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$70.99		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008493	21/12/2016			P		61006	-$74.51	-$81.96			SPICERS:  Discounts on 00008276		GST	$0.00	-$7.45	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$81.96		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008494	21/12/2016			P		61006	-$223.06	-$245.37			SPICERS:  Discounts on 00008294		GST	$0.00	-$22.31	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$245.37		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008495	21/12/2016			P		61006	-$87.54	-$96.29			SPICERS:  Discounts on 00008295		GST	$0.00	-$8.75	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$96.29		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008496	21/12/2016			P		61006	-$120.81	-$132.89			SPICERS:  Discounts on 00008296		GST	$0.00	-$12.08	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$132.89		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008497	21/12/2016			P		61006	-$105.84	-$116.42			SPICERS:  Discounts on 00008319		GST	$0.00	-$10.58	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$116.42		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008498	21/12/2016			P		61006	-$74.25	-$81.68			SPICERS:  Discounts on 00008359		GST	$0.00	-$7.43	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$81.68		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008499	21/12/2016			P		61006	-$115.69	-$127.26			SPICERS:  Discounts on 00008360		GST	$0.00	-$11.57	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$127.26		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008500	21/12/2016			P		61006	-$92.21	-$101.43			SPICERS:  Discounts on 00008361		GST	$0.00	-$9.22	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$101.43		AC #:126630	381

JNA PLUMBING PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008513	21/12/2016	INV 037		P	Supply of fabricated flue and cowl for compressor and 6 hours labour	62520	$2,727.27	$3,000.00			Purchase; JNA PLUMBING PTY LTD		GST	$0.00	$272.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,000.00		*None	1189

Jason Real Estate Commercial P/L  "D"		THE PAPER CUP COMPANY NEW	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008514	21/12/2016	INV 41730		P	01 January ~ 31 January 2017 Factory D Rent	61702	$2,750.00	$3,025.00			Purchase; Jason Real estate		GST	$0.00	$275.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,025.00		FACT D	290

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008525	21/12/2016	ETA0006545		P	4 PACKAGES TO ALTIMATE FOODS	56000	$48.96	$53.86			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$4.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$53.86		*None	606

COLES EXPRESS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008693	21/12/2016	211216		P	Petrol	62601	$61.45	$67.59			Purchase; COLES EXPRESS		GST	$0.00	$6.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$67.59		*None	732

PREMIER WASTE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008501	22/12/2016	INV 126470		P	04/10/16 1007293.1 1100ltr Waste Collection	62525	$77.88	$85.67			Purchase; PREMIER WASTE		GST	$0.00	$7.79	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$347.43		2603.000	451
PREMIER WASTE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008501	22/12/2016	INV 126470		P	11/10/16 1013282.0 1100ltr Waste Collection	62525	$77.88	$85.67			Purchase; PREMIER WASTE		GST	$0.00	$7.79	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$347.43		2603.000	451
PREMIER WASTE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008501	22/12/2016	INV 126470		P	18/10/16 1019144.0 1100ltr Waste Collection	62525	$77.88	$85.66			Purchase; PREMIER WASTE		GST	$0.00	$7.78	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$347.43		2603.000	451
PREMIER WASTE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008501	22/12/2016	INV 126470		P	25/10/16 1025185.0 1100ltr Waste Collection	62525	$77.88	$85.67			Purchase; PREMIER WASTE		GST	$0.00	$7.79	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$347.43		2603.000	451
PREMIER WASTE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008501	22/12/2016	INV 126470		P	Rental Charge (RG11 x 2 / WK)	62525	$4.33	$4.76			Purchase; PREMIER WASTE		GST	$0.00	$0.43	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$347.43		2603.000	451

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	13/12/16 PCC592 NINEYARDS109 THE PAPER CU RED FAIRY BO MEL SYD G 1 PLT	61500	$81.97	$90.17			Purchase; Hi Trans Express		GST	$0.00	$8.20	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	13/12/16 PCC593 N211043 THE PAPER CU N2 EXTREME MEL SYD G 1 PLT	61500	$105.38	$115.92			Purchase; Hi Trans Express		GST	$0.00	$10.54	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	13/12/16 PCC591 BROWN-FORMA THE PAPER CU PMA Global A MEL SYD G 1 PLT	61500	$105.39	$115.92			Purchase; Hi Trans Express		GST	$0.00	$10.53	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	15/12/16 PCC595 AUSSIE11267 THE PAPER CU AUSSIE MEL SYD G 1 PLT	61500	$81.97	$90.17			Purchase; Hi Trans Express		GST	$0.00	$8.20	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	15/12/16 PCC594 EBOSQLD11377 THE PAPER CU EBOS HEALTH MEL BNE G 1 PLT	61500	$146.36	$161.00			Purchase; Hi Trans Express		GST	$0.00	$14.64	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	20/12/16 SR1101 PCC593 THE PAPER CU N2 EXTREME MEL SYD G	61500	$40.08	$44.09			Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008502	22/12/2016	INV 048131		P	Account Fee 1	61500	$3.26	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.32	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$620.85		8349	716

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008503	22/12/2016	INV 3345		P	9/12/2016 ñ 15/12/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008504	22/12/2016	INV 3346		P	16/12/2016 ñ 22/12/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

KOLLIOU TAX LAWYERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008506	22/12/2016	INV 002027		P	Our ref: GCK:EH:2016186	62200	$4,320.00	$4,752.00			Purchase; KOLLIOU TAX LAWYERS		GST	$0.00	$432.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,752.00		*None	1175

KOLLIOU TAX LAWYERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008507	22/12/2016	INV 002028		P	Our ref: GCK:EH:2016034	62200	$420.00	$462.00			Purchase; KOLLIOU TAX LAWYERS		GST	$0.00	$42.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$462.00		*None	1175

OFFICEWORKS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008578	22/12/2016	Q2 2016/17		P	Stationary	62310	$217.27	$239.00			Purchase; OFFICEWORKS		GST	$0.00	$21.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$239.00		13163987	731

AGL ELECTRICITY 8E		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008512	23/12/2016	SEP~DEC 2016		P	Bill period: 23 Sep 2016 to 21 Dec 2016 (90 days)	62920	$373.80	$411.18			Purchase; AGL ELECTRICITY 8E		GST	$0.00	$37.38	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$411.18		*None	806

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008520	23/12/2016	DEC 2016		A	Payroll Tax DECEMBER 2016	92000	$7,702.28	$7,702.28			Purchase; SRO-State Revenue Office		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$7,702.28		92658638	1163

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008526	24/12/2016	INV 50056051		P	20/12/16 537415690 TULLAMARINE/CHRISSIE ROSE S 76 MEL/SYD	56000	$35.03	$38.53			Purchase; TNT Express		GST	$0.00	$3.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$100.08		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008526	24/12/2016	INV 50056051		P	21/12/16 538533310 TULLAMARINE/N2 EXTREME GELA S 76 MEL/SYD/// N2 CHINATOWN 11	56000	$33.32	$36.66			Purchase; TNT Express		GST	$0.00	$3.34	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$100.08		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008526	24/12/2016	INV 50056051		P	22/12/16 539674063 TULLAMARINE/ADORE TEA AUSTR S 76 MEL/CBA/// ADORE TEA 11452 2	56000	$22.63	$24.89			Purchase; TNT Express		GST	$0.00	$2.26	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$100.08		ACC:21779000	34

Cedar Jet Travel		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008542	24/12/2016	91RDV0131216		P	1 x $565.34 Hotel booking for 4-6 Bangkok	63111	$565.34	$565.34			Purchase; Cedar Jet Travel		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$565.34		*None	865

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008529	25/12/2016	900301601		P	6 PALLETS TO ADAMSTOWN NSW (EURO PATISSERIE)	61500	$794.05	$873.46			Purchase; SCT Logistics		GST	$0.00	$79.41	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$873.46		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008530	25/12/2016	900301602		P	2 SLOTS TO ALEXANDRIA NSW (THE COFFEE ROASTER)	61500	$117.64	$129.40			Purchase; SCT Logistics		GST	$0.00	$11.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$129.40		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008531	25/12/2016	900301603		P	7 SLOTS TO ROSEMOUNT QLD (GURU LIFE)	61500	$963.42	$1,059.76			Purchase; SCT Logistics		GST	$0.00	$96.34	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,059.76		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008532	25/12/2016	900301604		P	6 SLOTS TO POORAKA SA (SAVILL PACKAGING)	61500	$303.91	$334.30			Purchase; SCT Logistics		GST	$0.00	$30.39	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$334.30		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008533	25/12/2016	900301605		P	2 SLOTS TO ALEXANDRIA NSW (THE COFFEE ROASTER)	61500	$117.64	$129.40			Purchase; SCT Logistics		GST	$0.00	$11.76	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$129.40		103617	987

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008527	27/12/2016	INV 048660		P	21/12/16 PCC596 48 FLAVOURS 1 THE PAPER CU 48 Flavours In MEL ADE G 1	61500	$76.10	$83.71			Purchase; Hi Trans Express		GST	$0.00	$7.61	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$402.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008527	27/12/2016	INV 048660		P	22/12/16 PCC597 QCC11016 THE PAPER CU QCC HOSPITA MEL SYD G 1	61500	$81.97	$90.17			Purchase; Hi Trans Express		GST	$0.00	$8.20	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$402.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008527	27/12/2016	INV 048660		P	22/12/16 PCC598 BAROSSA10997 THE PAPER CU Barossa Valley MEL SA1 G 1	61500	$204.90	$225.39			Purchase; Hi Trans Express		GST	$0.00	$20.49	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$402.85		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008527	27/12/2016	INV 048660		P	Account Fee 1	61500	$3.25	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$402.85		8349	716

SOUTHERN CORSS COMPRESSORS (AUSTRALIA) P/L		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008510	28/12/2016	SVC080441		P	Attend site on 13/12/16 - Checked over unit found compressor running.	62520	$312.50	$343.75			Purchase; SOUTHERN CORSS COMPRESSORS (AUSTRALIA) P/L		GST	$0.00	$31.25	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$343.75		*None	1174

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008511	31/12/2016	INV 048984		P	28/12/16 SR1292 PCC595 THE PAPER CU AUSSIE MEL SYD G	61500	$40.08	$44.09			Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$47.67		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008511	31/12/2016	INV 048984		P	Account Fee 1	61500	$3.25	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$47.67		8349	716

Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008534	31/12/2016	INV 130894		P	16 Dec 89322 JANE/JOHN 1000 WAT N TULLAMARINE DANDENONG 2T	61500	$180.60	$198.67			Purchase; Exp Couriers		GST	$0.00	$18.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$628.83		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008534	31/12/2016	INV 130894		P	16 Dec 89344 JANE/JOHN SCROLL ICE-C N TULLAMARINE CLAYTON SV	61500	$31.54	$34.70			Purchase; Exp Couriers		GST	$0.00	$3.16	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$628.83		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008534	31/12/2016	INV 130894		P	19 Dec 89446 JANE/JOHN N2 EXTREME G N TULLAMARINE FITZROY SV	61500	$18.96	$20.86			Purchase; Exp Couriers		GST	$0.00	$1.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$628.83		EXTPCC	851
