Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	"Price Level A, Qty Break 1"	"Price Level B, Qty Break 1"	"Price Level C, Qty Break 1"	"Price Level D, Qty Break 1"	"Price Level E, Qty Break 1"	"Price Level F, Qty Break 1"	"Price Level A, Qty Break 2"	"Price Level B, Qty Break 2"	"Price Level C, Qty Break 2"	"Price Level D, Qty Break 2"	"Price Level E, Qty Break 2"	"Price Level F, Qty Break 2"	"Price Level A, Qty Break 3"	"Price Level B, Qty Break 3"	"Price Level C, Qty Break 3"	"Price Level D, Qty Break 3"	"Price Level E, Qty Break 3"	"Price Level F, Qty Break 3"	"Price Level A, Qty Break 4"	"Price Level B, Qty Break 4"	"Price Level C, Qty Break 4"	"Price Level D, Qty Break 4"	"Price Level E, Qty Break 4"	"Price Level F, Qty Break 4"	"Price Level A, Qty Break 5"	"Price Level B, Qty Break 5"	"Price Level C, Qty Break 5"	"Price Level D, Qty Break 5"	"Price Level E, Qty Break 5"	"Price Level F, Qty Break 5"	Inactive Item	Standard Cost
EX008_iPACK_DW_12K_CATCHCOF	12ozK D/W (500) Catchy Coffee		S	I	11331	41110	50012																0	$45.00	500	GST		0	1	0	0	0	0	0	45	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_12K_DOSE	12ozK D/W (500) Dose		S	I	11331	41110	50012																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_12K_HMSWTHM	12ozK D/W(500) Home Sweet Home		S	I	11331	41110	50012																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_12K_KARAKSTN	12ozK D/W (500) Karak Station		S	I	11331	41110	50012																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16_BIANCO	16oz D/W (360) Bianco Cafe		S	I	11332	41112	50014																0	$36.00	360	GST		0	1	0	0	0	0	0	36	36	36	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16_FOUJ	16oz D/W (360) Fouj Cafe		S	I	11332	41112	50014																0	$36.00	360	GST		0	1	0	0	0	0	0	36	37.8	37.8	37.8	37.8	37.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16_MAKECAFE	16oz D/W (360) Make Cafe		S	I	11332	41112	50014																0	$36.00	360	GST		0	1	0	0	0	0	0	36	36	36	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16_NEQSA	16oz D/W (360) Neqsa Cafe		S	I	11332	41112	50014																0	$36.00	360	GST		0	1	0	0	0	0	0	36	36	36	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16_THINKCAFE	16oz D/W (360) Think Cafe		S	I	11332	41112	50014																0	$36.00	360	GST		0	1	0	0	0	0	0	36	36	36	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_DW_16K_CATCHCOF	16ozK D/W (500) Catchy Coffee		S	I	11332	41112	50014																0	$39.60	360	GST		0	1	0	0	0	0	0	39.6	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_08_MUSHRIF	280ml F/C (605) Mushrif		S	I	11334	41122	50020																0	$39.93	605	GST		0	1	0	0	0	0	0	39.93	39.93	39.93	39.93	39.93	39.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_08_VILLFAYRZ	280ml F/C (605) Villa Fayrouz		S	I	11334	41122	50020																0	$39.93	605	GST		0	1	0	0	0	0	0	39.93	56.1	56.1	56.1	56.1	56.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_08_WH	280ML F/C (605) White iPack		S	I	11334	41122	50020																0	$39.93	605	GST		0	1	0	0	0	0	0	39.93	57.47	57.47	57.47	57.47	57.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_BOTOMBA	440ml F/C (605) Botomba		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_CHINAGARDEN	440ml F/C (605) China Garden		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_FINSUSHEDAM	440ml F/C (605)FIN SUSH EDAM		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_FINSUSHFRICE	440ml F/C (605)FIN SUSH FRICE		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_FINSUSHNOODL	440ml F/C (605)FIN SUSH NOODLE		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_FINSUSHSHRMP	440ml F/C(605)FIN SUSH PSHRIMP		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_KRKCORNER	440ml F/C (605) Karak Corner		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_SPOONME	440ml F/C (605) Spoonme		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_VILLFAYRZ	440ml F/C (605) Villa Fayrouz		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	45.38	45.38	45.38	45.38	45.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_WH	440ML F/C (605) White iPack		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	63.52	63.52	63.52	63.52	63.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_16_WKEND	440ml F/C (605) Weekend		S	I	11335	41123	50021																0	$45.38	605	GST		0	1	0	0	0	0	0	45.38	62.7	62.7	62.7	62.7	62.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_FINSUSHEDAM	500ml F/C (550)FIN SUSH EDAM		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_FINSUSHFRICE	500ml F/C (550)FIN SUSH FRICE		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	44	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_FINSUSHNOODL	500ml F/C (550)FIN SUSH NOODLE		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	44	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_FINSUSHOLIVE	500ml F/C (550)FIN SUSH OLIVES		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	44	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_FINSUSHSHRMP	500ml F/C(550)FIN SUSH PSHRIMP		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	44	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_FC_20_WH	500ML F/C (550) White iPack		S	I	11336	41124	50022																0	$44.00	550	GST		0	1	0	0	0	0	0	44	46.75	46.75	46.75	46.75	46.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_03_GELAVITO	"3oz I/C (1,500) Gelavito"		S	I	11347	41119	50017																0	$60.00	1500	GST		0	1	0	0	0	0	0	60	112.5	112.5	112.5	112.5	112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_BOTOMBA	"5oz I/C (1,000) Botomba"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_GELAVITO	"5oz I/C (1,000) Gelavito"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_LOCKER	"5oz I/C (1,000) Locker"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_QSWEETS	"5oz I/C (1,000) Q Sweets"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_URBCREAM	"5oz I/C (1,000) Urban Creamery"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_05_WONDFL	"5oz I/C (1,000) Wonderful"		S	I	11348	41121	50018																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_08_BOTOMBA	"8oz I/C (1,000) Botomba"		S	I	11349	41120	50019																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_08_GULLUOGLU	"8oz I/C (1,000) Gulluoglu"		S	I	11349	41120	50019																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_08_MEDUSA	"8oz I/C (1,000) Medusa"		S	I	11349	41120	50019																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_08_PREFERE	"8oz I/C (1,000) Prefere Co"		S	I	11349	41120	50019																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_IC_08_URBCREAM	"8oz I/C (1,000) Urban Creamery"		S	I	11349	41120	50019																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	95	95	95	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_02_ARABIANO	"2oz S/W (2,000) Arabiano"		S	I	11333	41101	50010																0	$50.00	2000	GST		0	1	0	0	0	0	0	50	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_02_HMSWTHM	"2oz S/W(2,000) Home Sweet Home"		S	I	11333	41101	50010																0	$50.00	2000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_FIKAR	"4oz S/W (1,000) Fikar"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_FOUJ	"4oz S/W (1,000) Fouj Cafe"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_GRID	"4oz S/W (1,000) Grid"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_MAKECAFE	"4oz S/W (1,000) Make Cafe"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_TEAROOM	"4oz S/W (1,000) The Tea Room"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_04_VILLFAYRZ	"4oz S/W (1,000) Villa Fayrouz"		S	I	11325	41102	50002																0	$25.00	1000	GST		0	1	0	0	0	0	0	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_06_AHMADT	"6.5oz S/W (1,800) Ahmad Tea"		S	I	11339	41105	50006																0	$54.00	1800	GST		0	1	0	0	0	0	0	54	81	81	81	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_06_VILLFAYRZ	"6.5oz S/W(1,800) Villa Fayrouz"		S	I	11339	41105	50006																0	$54.00	1800	GST		0	1	0	0	0	0	0	54	54	54	54	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_08T_FIKAR	"8ozT S/W (1,000) Fikar"		S	I	11340	41116	50007																0	$40.00	1000	GST		0	1	0	0	0	0	0	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_08T_WKEND	"8ozT S/W (1,000) Weekend"		S	I	11340	41116	50007																0	$40.00	1000	GST		0	1	0	0	0	0	0	40	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_12_GRID_1	"12oz S/W (1,000) Grid 1"		S	I	11327	41109	50011																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_12_GRID_2	"12oz S/W (1,000) Grid 2"		S	I	11327	41109	50011																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_12_TEAROOM	"12oz S/W (1,000) The Tea Room"		S	I	11327	41109	50011																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_12_WKEND	"12oz S/W (1,000) Weekend"		S	I	11327	41109	50011																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	85	85	85	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_16_BURGBIZ	16oz S/W(800) Burger Business		S	I	11328	41111	50013																0	$48.00	800	GST		0	1	0	0	0	0	0	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_16_FINSUSHICETE	16oz S/W(800)FIN SUSH ICE TEA		S	I	11328	41111	50013																0	$48.00	800	GST		0	1	0	0	0	0	0	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_16_FINSUSHLEMON	16oz S/W(800)FIN SUSH LEMONADE		S	I	11328	41111	50013																0	$48.00	800	GST		0	1	0	0	0	0	0	48	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX008_iPACK_SW_16_STRPREPB	16oz S/W(800) Strip Republic		S	I	11328	41111	50013																0	$48.00	800	GST		0	1	0	0	0	0	0	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX009_EDGY_IC_03_SMOOCHI	"3oz I/C (1,500) Smoochie"		S	I	11347	41119	50017																0	$82.50	1500	GST		0	1	0	0	0	0	0	82.5	112.5	112.5	112.5	112.5	112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX009_EDGY_IC_08_SMOOCHI	"8oz I/C (1,000) Smoochie"		S	I	11349	41120	50019																0	$80.00	1000	GST		0	1	0	0	0	0	0	80	95	95	95	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX009_EDGY_SW_16_SMOOCHI	16oz S/W (800) Smoochi		S	I	11328	41111	50013																0	$72.00	800	GST		0	1	0	0	0	0	0	72	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
EX011_KCI_IC_03_ACELITY	"3oz I/C (1,500) Acelity"		S	I	11347	41119	50017																0	$112.50	1500	GST		0	1	0	0	0	0	0	112.5	112.5	112.5	112.5	112.5	112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
F_PANTS_L-UNI_AS	L-Pants Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$45.00	1	GST		0	1	0	0	0	0	0	45	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$13.71
F_PANTS_L-UNI_EU	L-Pants Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$45.00	1	GST		0	1	0	0	0	0	0	45	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$14.50
F_PANTS_M-UNI_AS	M-Pants Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$45.00	1	GST		0	1	0	0	0	0	0	45	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$13.70
F_PANTS_M-UNI_EU	M-Pants Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$45.00	1	GST		0	1	0	0	0	0	0	45	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$14.50
F_SINGL_M-UNI_EU	M-Singlet_Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$20.00	1	GST		0	1	0	0	0	0	0	20	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.65
F_TOP_L-UNI_LNG_AS	L-Top Long Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$30.00	1	GST		0	1	0	0	0	0	0	30	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$9.68
F_TOP_L-UNI_LNG_EU	L-Top Long Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$35.00	1	GST		0	1	0	0	0	0	0	35	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$10.48
F_TOP_L-UNI_SH_AS	L-Top Short Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$25.00	1	GST		0	1	0	0	0	0	0	25	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$8.80
F_TOP_L-UNI_SH_EU	L-Top Short Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$35.00	1	GST		0	1	0	0	0	0	0	35	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$9.68
F_TOP_M-UNI_LNG_AS	M-Top Long Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$35.00	1	GST		0	1	0	0	0	0	0	35	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$10.48
F_TOP_M-UNI_LNG_EU	M-Top Long Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$40.00	1	GST		0	1	0	0	0	0	0	40	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.29
F_TOP_M-UNI_SH_AS	M-Top Short Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$30.00	1	GST		0	1	0	0	0	0	0	30	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$9.68
F_TOP_M-UNI_SH_EU	M-Top Short Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$30.00	1	GST		0	1	0	0	0	0	0	30	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$10.48
F_VEST_L-UNI_AS	L-Vest Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$75.00	1	GST		0	1	0	0	0	0	0	75	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.70
F_VEST_L-UNI_EU	L-Vest Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$75.00	1	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.70
F_VEST_M-UNI_AS	M-Vest Asian	B	S	I	11442	41127	57410												FRE	1	1	0	0	$75.00	1	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.70
F_VEST_M-UNI_EU	M-Vest Euro	B	S	I	11442	41127	57410												FRE	1	1	0	0	$75.00	1	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.70
F52-V36	Perfed 100x150 DT 3000 per box	B					61002										Funktion Australia Pty Ltd	F52-V36	GST	3000	1	20						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$68.20
FNHIZ	M10 X 1.25P ZP ISO FINE NUT	B					62521										Bolt Masters		GST		1	0						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$1.72
Frame	Aluminium Frame	B					62521												GST	1	1	0						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	"$1,351.02"
Freight	Freight At Cost	B	S			44000	56000												GST		1	0		$0.00		GST		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00
G9SA-501 AC/DC24	Elect self check Safe relay	B					62521										OMRON ELECTRONICS		GST	1	1	0						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$275.00
Graphic Design	Graphic Artwork		S			45020																		$200.00	1	GST		0	1	0	0	0	0	0	200	200	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
H7CZ COUNTER PACK	1 x H7CZ-L8 = 1 x P2CF-08	B					62521										OMRON ELECTRONICS	H7CZ COUNTER PACK	GST	1	1	0						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$132.00
HANDTOWL80	Hand Towel 80M-16	B					62410										Auspak Paper Products		GST	1000	1	0						0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$1.87
