Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	LCT Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight LCT Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	BSB	Account Number	Drawer/Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	C492_VERDE_FC_08_VERDEBRIO	37	280ml F/C (605) Verde Brio	$63.53	$69.883	0%	$2,350.61	$2,585.67		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$235.06	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	TPCC_FC_08_PBOX	7	280ML Part Box 7 x55= 385)	$5.78	$6.3586	0%	$40.46	$44.51		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$4.05	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	C492_VERDE_FC_16_VERDEBRIO	25	440ml F/C (605) Verde Brio	$69.58	$76.538	0%	$1,739.50	$1,913.45		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$173.95	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	TPCC_FC_16_PBOX	7	440ML Cont Sleeves Of(55) = Part Box of 385 Cups	$5.225	$5.7486	0%	$36.58	$40.24		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$3.66	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	C492_VERDE_DW_12_VERDEBRIO	31	12oz D/W (500) Verde Brio	$52.50	$57.75	0%	$1,627.50	$1,790.25		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$162.75	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	JL_HL_8~16_W	15	8~16 oz Hot Sipper Lid (White)	$45.00	$49.50	0%	$675.00	$742.50		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$67.50	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	PPL_IC_08	1	8oz Ice Cream Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$24.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02													C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	PPL_FC_08	1	280ml Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$24.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02													C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	PPL_FC_16	1	440ml Printing Plate	$260.00	$286.00	0%	$260.00	$286.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$26.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02													C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	PPL_DW_12	1	12oz Outer Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$24.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02													C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	CM150_35_G	50	Yogurt Spoon BIO (1,000) Green	$40.00	$44.00	0%	$2,000.00	$2,200.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$200.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	SPOON_C	2	Spoon Gelato Clear (5x1,000)	$125.00	$137.50	0%	$250.00	$275.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$25.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	TPCC_SW_06_WH_1800	2	6.5oz S/W (1,800) White	$72.00	$79.20	0%	$144.00	$158.40		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$14.40	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02												Location1	C492	1297
Verde Brio (Vitto Outlets P/L)		Verde Brio (Vitto Outlets P/L)	Catts Self Storage	2 EYRE STREET	Opening Hours: 8:30am-5pm		00010926	15/11/2016		APC LOGISTICS	A	MISC	5	16oz PET Cups Clear (1,000)	$128.00	$140.80	0%	$640.00	$704.00		5 pallets at 2.4m high	Sale; Verde Brio (Vitto Outlets P/L)			16/11/2016		GST	$0.00	$64.00	$0.00	$1,100.00	$1,210.00	GST	$0.00	$110.00	$0.00	I			1	0	0	0	0	$14,623.02													C492	1297

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011006	15/11/2016	PO-0613 Plus	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	8ozT DW (500) Plus 	$150.00	$165.00	0%	$150.00	$165.00		Courier to collect: 1 single carton	Sale; AA PRINTING					GST	$0.00	$15.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$165.00	CONTRA												C418	702

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011062	15/11/2016	PO-0615 My Local	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	8ozT D/W (2 x 500 = 1,000) My Local Broker Presents Chief 	$180.00	$198.00	0%	$180.00	$198.00		Courier to collect: 3 Single Cartons	Sale; AA PRINTING					GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$236.50	CONTRA												C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011062	15/11/2016	PO-0615 My Local	CLIENT'S OWN COURIER	A	JL_HL_T8_B	1	8ozT Hot Sipper Lid (Black)	$35.00	$38.50	0%	$35.00	$38.50		Courier to collect: 3 Single Cartons	Sale; AA PRINTING					GST	$0.00	$3.50	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$236.50	CONTRA											Location1	C418	702

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011070	15/11/2016	PO-0616 Financial	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	8ozT DW (500 x 3 Designs = 1,500) Financial Standard	$262.50	$288.75	0%	$262.50	$288.75		Courier to collect: 5 Single cartons	Sale; AA PRINTING					GST	$0.00	$26.25	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$327.25	CONTRA												C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011070	15/11/2016	PO-0616 Financial	CLIENT'S OWN COURIER	A	JL_HL_T8_B	1	8ozT Hot Sipper Lid (Black)	$35.00	$38.50	0%	$35.00	$38.50		Courier to collect: 5 Single cartons	Sale; AA PRINTING					GST	$0.00	$3.50	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$327.25	CONTRA											Location1	C418	702

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011096	15/11/2016	PO-0617 Chadstone	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	4oz DW (1 x 1,000) Chadstone 	$333.00	$366.30	0%	$333.00	$366.30		Courier to collect: 14 Single Cartons	Sale; AA PRINTING			15/11/2016		GST	$0.00	$33.30	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,773.20													C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011096	15/11/2016	PO-0617 Chadstone	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	8ozT DW (8 x 500 = 4,000) Chadstone 	$1,112.00	$1,223.20	0%	$1,112.00	$1,223.20		Courier to collect: 14 Single Cartons	Sale; AA PRINTING			15/11/2016		GST	$0.00	$111.20	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,773.20													C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011096	15/11/2016	PO-0617 Chadstone	CLIENT'S OWN COURIER	A	JL_HLS_4_W	1	4oz Hot SIP Lid (1,000) White	$27.00	$29.70	0%	$27.00	$29.70		Courier to collect: 14 Single Cartons	Sale; AA PRINTING			15/11/2016		GST	$0.00	$2.70	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,773.20												Location1	C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00011096	15/11/2016	PO-0617 Chadstone	CLIENT'S OWN COURIER	A	JL_HL_T8_B	4	8ozT Hot Sipper Lid (Black)	$35.00	$38.50	0%	$140.00	$154.00		Courier to collect: 14 Single Cartons	Sale; AA PRINTING			15/11/2016		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,773.20												Location1	C418	702

AUSPAK		AUSPAK	6 Adina Court,	Tullamarine  VIC  3043			00011117	15/11/2016	8-16oz CFL	TPCC Deliver	A	JL_CL_8~16	24	8~16 oz Cold Flat Lid (1,000)	$27.00	$29.70	0%	$648.00	$712.80		Pack on CHEP PALLETS	Sale; AUSPAK			15/11/2016		GST	$0.00	$64.80	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$712.80	EFT											Location1	C006	36

Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00011124	15/11/2016	1041851-2	Pick Up	A	C031_LOMB_DW_08T_FERGPL	120	8ozT D/W (500) Ferguson Plarre	$37.50	$41.25	0%	$4,500.00	$4,950.00		8 pallets for exchange	Sale; Lombard The Paper People			15/11/2016		GST	$0.00	$450.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$12,430.00	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00011124	15/11/2016	1041851-2	Pick Up	A	C031_LOMB_DW_12_FERGPL	160	12oz D/W (500) Ferguson Plarre	$42.50	$46.75	0%	$6,800.00	$7,480.00		8 pallets for exchange	Sale; Lombard The Paper People			15/11/2016		GST	$0.00	$680.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$12,430.00	EFT											Location1	C031	39

Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00011125	15/11/2016	1043554-1	Pick Up	A	C031_LOMB_DW_12_DIB_MAP	32	12oz D/W (500) Black	$38.00	$41.80	0%	$1,216.00	$1,337.60		1 pallet for exchange	Sale; Lombard The Paper People			15/11/2016		GST	$0.00	$121.60	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$1,337.60	EFT											Location1	C031	39

Tangerine Frozen Yogurt Bar		Tangerine Frozen Yogurt Bar	T8 The Parade Central	Tangerine Yogurt Bar	177~193 The Parade		00011133	15/11/2016	MISHKA 15/11	TNT	A	CM150_35_G	3	Yogurt Spoon BIO (1,000) Green	$47.50	$52.25	0%	$142.50	$156.75		x12 cartons 	Sale; Tangerine Frozen Yogurt Bar			18/11/2016		GST	$0.00	$14.25	$0.00	$77.00	$84.70	GST	$0.00	$7.70	$0.00	I			1	0	0	0	0	$711.70	EFT											Location1	C314	684
Tangerine Frozen Yogurt Bar		Tangerine Frozen Yogurt Bar	T8 The Parade Central	Tangerine Yogurt Bar	177~193 The Parade		00011133	15/11/2016	MISHKA 15/11	TNT	A	CM150_35_R	3	Yogurt Spoon BIO (1,000) Red	$47.50	$52.25	0%	$142.50	$156.75		x12 cartons 	Sale; Tangerine Frozen Yogurt Bar			18/11/2016		GST	$0.00	$14.25	$0.00	$77.00	$84.70	GST	$0.00	$7.70	$0.00	I			1	0	0	0	0	$711.70	EFT											Location1	C314	684
Tangerine Frozen Yogurt Bar		Tangerine Frozen Yogurt Bar	T8 The Parade Central	Tangerine Yogurt Bar	177~193 The Parade		00011133	15/11/2016	MISHKA 15/11	TNT	A	CM150_35_O	3	Yogurt Spoon BIO (1,000)Orange	$47.50	$52.25	0%	$142.50	$156.75		x12 cartons 	Sale; Tangerine Frozen Yogurt Bar			18/11/2016		GST	$0.00	$14.25	$0.00	$77.00	$84.70	GST	$0.00	$7.70	$0.00	I			1	0	0	0	0	$711.70	EFT											Location1	C314	684
Tangerine Frozen Yogurt Bar		Tangerine Frozen Yogurt Bar	T8 The Parade Central	Tangerine Yogurt Bar	177~193 The Parade		00011133	15/11/2016	MISHKA 15/11	TNT	A	CM150_35_P	3	Yogurt Spoon BIO (1,000)Purple	$47.50	$52.25	0%	$142.50	$156.75		x12 cartons 	Sale; Tangerine Frozen Yogurt Bar			18/11/2016		GST	$0.00	$14.25	$0.00	$77.00	$84.70	GST	$0.00	$7.70	$0.00	I			1	0	0	0	0	$711.70	EFT											Location1	C314	684

Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	C483_WOMENS_DW_08T_WOMENS	119	8ozT D/W (500) Women's Health	$40.00	$44.00	0%	$4,760.00	$5,236.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$476.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	C483_WOMENS_DW_12_WOMENS	121	12oz D/W (500) Women's Health	$47.50	$52.25	0%	$5,747.50	$6,322.25		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$574.75	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	TPCC_DW_12_PBOX	14	12oz D/W Sleeves Of (25) = Part Box of 350 Cups	$2.37	$2.6071	0%	$33.18	$36.50		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$3.32	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	PPL_DW_08T	4	8ozT Outer Printing Plate	$220.00	$242.00	50%	$440.00	$484.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$44.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	PPL_DW_12	4	12oz Outer Printing Plate	$240.00	$264.00	0%	$960.00	$1,056.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$96.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	JL_HL_T8_B	30	8ozT Hot Sipper Lid (Black)	$35.00	$38.50	0%	$1,050.00	$1,155.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$105.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	JL_HLT_T8_B	29	8ozT Hot Lid Traveller (BLK)	$35.00	$38.50	0%	$1,015.00	$1,116.50		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$101.50	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	JL_HL_8~16_B	20	8~16 oz Hot Sipper Lid (Black)	$40.00	$44.00	0%	$800.00	$880.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$80.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	JL_HLT_8~16_B	42	8~16oz Hot Lid Traveller (BLK)	$40.00	$44.00	0%	$1,680.00	$1,848.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$168.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	JL_HL_T8_W	1	8ozTHot Sipper Lid (White)	$30.00	$33.00	0%	$30.00	$33.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$3.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60												Location1	C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A		0		$0.00	$0.00	0%	$0.00	$0.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West						$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	Freight	1	Freight At Cost to Geelong 14/11	$346.00	$380.60	0%	$346.00	$380.60		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$34.60	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A	Freight	1	Freight At Cost to Warrnambool 14/11	$492.50	$541.75	0%	$492.50	$541.75		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West					GST	$0.00	$49.25	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278
Women's Health and Wellbeing Barwon South West		Split Delivery to Geelong & Warrnambool					00010588	16/11/2016		SAMX EXPRESS	A		0		$0.00	$0.00	0%	$0.00	$0.00		13 pallets for delivery in total	Sale; Women's Health and Wellbeing Barwon South West						$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$19,089.60													C483	1278

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00010681	16/11/2016	M19810 GAWLER	SCT Logistics	A	C204_SAVPAK_DW_16_GAWSOU	48	16oz D/W (360) Gawler Sth Bake	$41.40	$45.54	0%	$1,987.20	$2,185.92		1.5 pallets	Sale; Savill Packaging Pty Ltd			18/11/2016		GST	$0.00	$198.72	$0.00	$193.26	$212.59	GST	$0.00	$19.33	$0.00	I			2	0	30	0	0	$2,398.51												Location1	C204	482

Hot Star Chinatown		Hot Star Chinatown	23 Winterton Rd	Clayton  VIC  3168			00010709	16/11/2016	233	EXP	A	C482_HOTSTAR_CH_12_HSCHICK	12	12oz CH (1,000) Hot Star Chick	$65.00	$71.50	0%	$780.00	$858.00		x13 cartons for delivery	Sale; HS ONE Pty Ltd			22/11/2016		GST	$0.00	$78.00	$0.00	$50.00	$55.00	GST	$0.00	$5.00	$0.00	I			1	0	0	0	0	$1,288.93												Location1	C482	1285
Hot Star Chinatown		Hot Star Chinatown	23 Winterton Rd	Clayton  VIC  3168			00010709	16/11/2016	233	EXP	A	TPCC_CH_12_PBOX	19	12oz Chip (Part Box 19 x 50= 950) Hot Star chicken	$3.25	$3.5753	0%	$61.75	$67.93		x13 cartons for delivery	Sale; HS ONE Pty Ltd			22/11/2016		GST	$0.00	$6.18	$0.00	$50.00	$55.00	GST	$0.00	$5.00	$0.00	I			1	0	0	0	0	$1,288.93												Location1	C482	1285
Hot Star Chinatown		Hot Star Chinatown	23 Winterton Rd	Clayton  VIC  3168			00010709	16/11/2016	233	EXP	A	PPL_CH_12	1	12oz Chip Cup Printing Plate	$280.00	$308.00	0%	$280.00	$308.00		x13 cartons for delivery	Sale; HS ONE Pty Ltd			22/11/2016		GST	$0.00	$28.00	$0.00	$50.00	$55.00	GST	$0.00	$5.00	$0.00	I			1	0	0	0	0	$1,288.93													C482	1285

Wannon Water		Wannon Water	Warrnambool Water Treatment Plant	Grieves Street	Warrnambool VIC 3280		00010777	16/11/2016	PO89701	SAMX EXPRESS	A	C488_WANNON_SW_12_WANWATER	16	12oz S/W (1,000) Choose Tap	$85.00	$93.50	0%	$1,360.00	$1,496.00		x1 pallet for exchange at 1.4m high	Sale; Wannon Water			24/11/2016		GST	$0.00	$136.00	$0.00	$362.00	$398.20	GST	$0.00	$36.20	$0.00	I			1	0	0	0	0	$2,497.00	EFT											Location1	C488	1290
Wannon Water		Wannon Water	Warrnambool Water Treatment Plant	Grieves Street	Warrnambool VIC 3280		00010777	16/11/2016	PO89701	SAMX EXPRESS	A	TPCC_SW_12_PBOX	16	12oz S/W Sleeves Of (50) = Part Box of 800 Cups	$4.25	$4.675	0%	$68.00	$74.80		x1 pallet for exchange at 1.4m high	Sale; Wannon Water			24/11/2016		GST	$0.00	$6.80	$0.00	$362.00	$398.20	GST	$0.00	$36.20	$0.00	I			1	0	0	0	0	$2,497.00	EFT											Location1	C488	1290
Wannon Water		Wannon Water	Warrnambool Water Treatment Plant	Grieves Street	Warrnambool VIC 3280		00010777	16/11/2016	PO89701	SAMX EXPRESS	A	PPL_SW_12	2	12oz S/W Printing Plate	$240.00	$264.00	0%	$480.00	$528.00		x1 pallet for exchange at 1.4m high	Sale; Wannon Water			24/11/2016		GST	$0.00	$48.00	$0.00	$362.00	$398.20	GST	$0.00	$36.20	$0.00	I			1	0	0	0	0	$2,497.00	EFT												C488	1290

My Cup		My Cup	18 Manuka St	Instructions: Call 30mins prior to arrival to ensure availability 0434 286 786/0425 858 649	East Bentleigh  VIC  3165		00010780	16/11/2016	Veren 14/10	EXP	A	C122_MYCUP_SW_08T_MYCUP	14	8ozT S/W (1,000) My Cup	$65.00	$71.50	0%	$910.00	$1,001.00		x15 cartons	Sale; My Cup			18/11/2016		GST	$0.00	$91.00	$0.00	$40.00	$44.00	GST	$0.00	$4.00	$0.00	I			1	0	0	0	0	$1,098.63	Visa											Location1	C122	324
My Cup		My Cup	18 Manuka St	Instructions: Call 30mins prior to arrival to ensure availability 0434 286 786/0425 858 649	East Bentleigh  VIC  3165		00010780	16/11/2016	Veren 14/10	EXP	A	TPCC_SW_08T_PBOX	15	8ozT S/W Sleeves Of (50) = Part Box of 750 Cups	$3.25	$3.5753	0%	$48.75	$53.63		x15 cartons	Sale; My Cup			18/11/2016		GST	$0.00	$4.88	$0.00	$40.00	$44.00	GST	$0.00	$4.00	$0.00	I			1	0	0	0	0	$1,098.63	Visa											Location1	C122	324

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00010819	16/11/2016	M19926 Paradise	SCT Logistics	A	C204_SAVPAK_DW_08T_PARAMOTOR	34	8ozT D/W (500) Paradise Motors	$37.50	$41.25	0%	$1,275.00	$1,402.50		1 pallet 	Sale; Savill Packaging Pty Ltd			18/11/2016		GST	$0.00	$127.50	$0.00	$112.67	$123.94	GST	$0.00	$11.27	$0.00	I			2	0	30	0	0	$2,010.44												Location1	C204	482
